MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,Fence,MoSold,SaleType,SaleCondition,age_of_house
20,RL,4.174387269895637,8.765770543987257,NA,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1958,1958,Hip,WdShing,Wd Shng,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,6.8679744089702925,Ex,Y,SBrkr,6.8679744089702925,0,6.8679744089702925,0.0,0.0,1,0,3,TA,5,0,NA,NA,NA,0.0,NA,Y,0.0,0.0,0.0,0.0,MnPrv,5,WD,Normal,52
30,RL,4.219507705176107,8.487558386286548,NA,Reg,Bnk,Inside,SWISU,Artery,1Fam,1Story,5,6,1924,1999,Gable,MetalSd,VinylSd,BrkFace,202.0,TA,TA,BrkTil,TA,TA,Mn,Rec,4.897839799950911,Unf,0.0,974.0,7.010311867307229,Fa,N,FuseA,7.167809184316444,0,7.167809184316444,0.0,0.0,2,0,2,Fa,5,1,Gd,Detchd,Unf,260.0,TA,Y,0.0,0.0,3.6109179126442243,0.0,MnPrv,5,WD,Normal,86
30,RL,4.110873864173311,8.973478148521036,NA,Reg,Lvl,Corner,SWISU,Norm,1Fam,1Story,6,6,1939,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.476463551931511,Unf,0.0,618.0,6.75343791859778,TA,Y,SBrkr,6.75343791859778,0,6.75343791859778,1.0,0.0,1,0,2,TA,4,1,Gd,Detchd,Unf,399.0,TA,Y,0.0,0.0,0.0,0.0,NA,3,WD,Normal,71
90,RH,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,Inside,SWISU,Norm,Duplex,2Story,4,6,1967,1967,Flat,Plywood,CBlock,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,TA,Y,SBrkr,6.760414691083428,1788,7.8826922062890254,0.0,0.0,3,0,6,TA,10,0,NA,NA,NA,0.0,NA,Y,0.0,0.0,0.0,0.0,NA,2,WD,Normal,43
50,RL,3.9512437185814275,9.1942109900463,NA,Reg,Lvl,Inside,SWISU,Feedr,1Fam,1.5Fin,5,2,1931,1950,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,894.0,6.796823718274855,Ex,Y,SBrkr,6.796823718274855,772,7.418780882750794,1.0,0.0,1,0,3,TA,7,1,Gd,NA,NA,0.0,NA,N,0.0,5.056245805348308,0.0,0.0,NA,5,WD,Normal,79
50,RL,4.3694478524670215,9.254644297532707,NA,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,7,6,1941,1985,Gable,Wd Sdng,Wd Sdng,BrkFace,202.0,Gd,Gd,BrkTil,Gd,TA,No,ALQ,6.056784013228625,BLQ,5.53338948872752,850.0,7.332369205929062,Ex,Y,SBrkr,7.111512116496157,908,7.665753431861699,1.0,0.0,1,1,4,TA,8,2,TA,Attchd,Unf,312.0,TA,Y,0.0,0.0,4.465908118654584,0.0,NA,7,WD,Normal,69
90,RL,4.3694478524670215,9.65509029374725,NA,Reg,Lvl,Inside,Crawfor,Norm,Duplex,2Story,5,6,1950,1991,Gable,VinylSd,VinylSd,BrkFace,202.0,TA,Gd,CBlock,TA,TA,No,ALQ,5.929589143389895,Unf,0.0,657.0,6.940222469119639,Ex,Y,SBrkr,7.005789019253503,1075,7.686162303492906,0.0,0.0,2,1,5,TA,11,0,NA,Detchd,Unf,484.0,TA,Y,0.0,0.0,0.0,0.0,NA,3,WD,Normal,60
80,RL,4.454347296253507,9.885629034234816,NA,IR1,Lvl,FR2,Crawfor,Norm,1Fam,SLvl,7,6,1994,2007,Gable,VinylSd,VinylSd,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,GLQ,5.840641657373398,Unf,0.0,80.0,6.049733455231958,Ex,Y,SBrkr,6.799055862058796,756,7.410347097821024,1.0,0.0,2,1,3,Gd,6,0,NA,BuiltIn,RFn,473.0,TA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,16
120,RM,3.58351893845611,8.270781013162674,NA,IR1,HLS,Inside,Blueste,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,HdBoard,HdBoard,NA,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,6.617402977974478,Unf,0.0,235.0,6.890609120147166,Gd,Y,SBrkr,6.942156705699469,0,6.942156705699469,1.0,0.0,1,0,1,Gd,4,1,TA,Attchd,Fin,598.0,TA,Y,4.955827057601261,3.6109179126442243,0.0,0.0,NA,4,WD,Normal,21
120,RM,3.58351893845611,8.270781013162674,NA,IR1,HLS,Inside,Blueste,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,HdBoard,HdBoard,NA,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,4.343805421853684,Unf,0.0,1115.0,7.083387847625295,Gd,Y,SBrkr,7.083387847625295,0,7.083387847625295,0.0,0.0,2,0,2,Gd,5,1,TA,Attchd,Unf,531.0,TA,Y,4.727387818712341,4.406719247264253,0.0,0.0,NA,3,WD,Normal,21
30,RM,4.07753744390572,9.006386515055114,NA,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,2,5,1941,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,6.175867270105761,Unf,0.0,0.0,6.175867270105761,TA,Y,SBrkr,6.293419278846481,0,6.293419278846481,0.0,0.0,1,0,1,TA,4,0,NA,Detchd,Unf,200.0,Fa,N,0.0,0.0,0.0,0.0,NA,4,ConLw,Normal,69
50,RM,3.9318256327243257,9.12052506765382,NA,Reg,HLS,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,5,1921,1975,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,Mn,BLQ,5.733341276897746,Unf,0.0,321.0,6.4457198193855785,Fa,Y,SBrkr,6.590301048196686,380,7.010311867307229,0.0,0.0,1,0,2,TA,5,0,NA,Detchd,Unf,625.0,TA,Y,0.0,4.04305126783455,0.0,0.0,MnPrv,4,COD,Normal,89
30,C (all),4.204692619390966,9.072571442231286,NA,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,4,7,1896,1950,Hip,Wd Sdng,Wd Sdng,NA,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,6.6293632534374485,Gd,Y,SBrkr,6.859614903654202,0,6.859614903654202,0.0,0.0,1,0,3,TA,5,0,NA,Detchd,RFn,330.0,TA,N,0.0,0.0,5.583496308781699,0.0,NA,6,WD,Alloca,114
120,RM,3.8066624897703196,8.245909264774093,NA,IR1,HLS,Corner,Crawfor,Artery,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,206.5,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.2254814727822945,Unf,0.0,221.0,7.374629015218945,Ex,Y,SBrkr,7.4067107301776405,0,7.4067107301776405,1.0,0.6931471805599453,2,0,2,Gd,5,1,Gd,Attchd,Fin,525.0,TA,Y,4.859812404361672,3.9889840465642745,0.0,0.0,NA,5,WD,Normal,6
60,RL,4.454347296253507,9.310276200588783,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.423246963533519,Unf,0.0,434.0,6.956545443151569,Ex,Y,SBrkr,6.9440872082295275,880,7.558516743045645,1.0,0.0,2,1,3,Gd,8,1,TA,Attchd,Unf,741.0,TA,Y,0.0,4.2626798770413155,0.0,0.0,NA,5,WD,Normal,12
80,RL,4.31748811353631,9.171703488361265,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,7,1977,1977,Gable,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.522092798170152,Unf,0.0,564.0,7.126087273299125,TA,Y,SBrkr,7.1592919047975645,0,7.1592919047975645,0.0,0.6931471805599453,2,0,3,Gd,6,1,Fa,Attchd,Unf,473.0,TA,Y,5.929589143389895,3.295836866004329,0.0,0.0,GdPrv,5,WD,Normal,33
90,RL,4.30406509320417,9.454148923733976,NA,IR1,Lvl,Inside,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Gable,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1958.0,7.580189417944541,TA,Y,SBrkr,7.6251071482389,0,7.6251071482389,0.0,0.0,3,0,5,TA,9,0,NA,2Types,Unf,776.0,TA,Y,0.0,0.0,0.0,0.0,NA,3,ConLD,Normal,34
20,RL,4.48863636973214,9.384041546476526,NA,IR1,Lvl,Corner,Timber,Norm,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,206.5,Gd,TA,PConc,Gd,TA,No,GLQ,4.3694478524670215,Unf,0.0,1258.0,7.198183577101943,Ex,Y,SBrkr,7.205635176410364,0,7.205635176410364,1.0,0.0,2,0,3,Gd,6,1,TA,Attchd,Fin,660.0,TA,Y,4.61512051684126,3.8918202981106265,0.0,0.0,NA,5,WD,Normal,2
20,RL,4.30406509320417,9.190545744648004,NA,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1214.0,7.102499355774649,Ex,Y,SBrkr,7.102499355774649,0,7.102499355774649,0.0,0.0,2,0,2,Gd,6,0,NA,Attchd,RFn,520.0,TA,Y,0.0,3.258096538021482,0.0,0.0,NA,1,New,Partial,1
60,RL,4.30406509320417,9.190443740261726,NA,Reg,Lvl,Inside,Timber,Norm,1Fam,2Story,5,5,2006,2007,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,5.953243334287785,Gd,Y,SBrkr,6.61338421837956,700,7.275864600546533,0.0,0.0,2,1,3,TA,7,0,NA,BuiltIn,Fin,400.0,TA,Y,4.61512051684126,0.0,0.0,0.0,NA,4,WD,Normal,4
20,RL,4.454347296253507,9.635673464721814,NA,Reg,Bnk,Inside,Mitchel,Norm,1Fam,1Story,5,5,1965,1977,Hip,Plywood,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,3.7612001156935624,Unf,0.0,1026.0,6.974478911025045,TA,Y,SBrkr,7.142827401161621,0,7.142827401161621,1.0,0.0,1,0,2,TA,7,1,TA,Attchd,Unf,528.0,TA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,45
20,RL,4.543294782270004,9.221774749601845,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,5,2004,2005,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1430.0,7.266128779556451,Ex,Y,SBrkr,7.266128779556451,0,7.266128779556451,0.0,0.0,2,0,3,Gd,7,0,NA,Attchd,RFn,624.0,TA,Y,0.0,0.0,0.0,0.0,NA,3,WD,Normal,6
20,RL,4.30406509320417,9.382274835883651,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,5,1999,1999,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1344.0,7.20414929203594,Ex,Y,SBrkr,7.20414929203594,0,7.20414929203594,0.0,0.0,2,0,3,TA,7,1,Gd,Attchd,Unf,686.0,TA,Y,5.796057750765372,0.0,0.0,0.0,NA,6,WD,Normal,11
120,RM,3.4657359027997265,7.781138509845015,NA,Reg,Low,Inside,MeadowV,Norm,Twnhs,1Story,5,6,1973,1973,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.82001636467413,Unf,0.0,30.0,6.852242569051878,Ex,Y,SBrkr,6.852242569051878,0,6.852242569051878,1.0,0.6931471805599453,1,0,2,TA,5,1,Po,Attchd,RFn,253.0,TA,Y,5.1647859739235145,0.0,4.04305126783455,0.0,NA,5,WD,Normal,37
160,RM,3.091042453358316,7.29776828253138,NA,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,TA,TA,No,GLQ,5.176149732573829,Unf,0.0,370.0,6.304448802421981,Ex,Y,SBrkr,6.304448802421981,546,6.996681488176539,0.0,0.0,1,1,3,TA,5,0,NA,NA,NA,0.0,NA,Y,5.303304908059076,3.295836866004329,0.0,0.0,NA,3,WD,Normal,40
160,RM,3.091042453358316,7.550135342488429,NA,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,6.304448802421981,Ex,Y,SBrkr,6.304448802421981,546,6.996681488176539,0.0,0.0,1,1,3,TA,5,0,NA,NA,NA,0.0,NA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,40
160,RM,3.091042453358316,7.544861068658458,NA,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.68697535633982,Unf,0.0,252.0,6.304448802421981,TA,Y,SBrkr,6.304448802421981,546,6.996681488176539,0.0,0.0,1,1,3,TA,5,0,NA,Attchd,Unf,286.0,TA,Y,0.0,0.0,4.174387269895637,0.0,NA,6,WD,Normal,38
20,RL,3.9318256327243257,8.847072312567807,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,7,1971,2004,Gable,VinylSd,VinylSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,6.152732694704104,Unf,0.0,395.0,6.762729506931879,Ex,Y,SBrkr,6.774223886357614,0,6.774223886357614,0.0,0.0,1,0,3,TA,5,0,NA,Detchd,Unf,352.0,TA,Y,0.0,0.0,0.0,0.0,NA,6,ConLD,Normal,39
20,RL,4.343805421853684,9.464051924856811,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,7,1984,1984,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,5.337538079701318,GLQ,6.3818160174060985,36.0,6.726233402358747,TA,Y,SBrkr,6.726233402358747,0,6.726233402358747,1.0,0.0,1,0,2,Gd,5,0,NA,Attchd,Unf,495.0,TA,Y,6.068425588244111,0.0,0.0,0.0,MnPrv,4,WD,Normal,26
90,RL,4.2626798770413155,8.94910546953925,NA,Reg,Lvl,Inside,Mitchel,Norm,Duplex,2Story,5,2,1985,1986,Gable,HdBoard,HdBoard,NA,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1216.0,7.104144092987527,Gd,Y,SBrkr,7.104144092987527,1216,7.796880342783522,0.0,0.0,4,2,4,TA,10,0,NA,Attchd,Unf,616.0,TA,Y,5.303304908059076,0.0,0.0,0.0,NA,2,WD,Normal,25
60,RL,4.1588830833596715,9.256842205627603,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,2Story,5,5,1991,1991,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,PConc,Gd,TA,No,Rec,6.129050210060545,Unf,0.0,166.0,6.437751649736401,Gd,Y,SBrkr,6.437751649736401,650,7.150701457592526,0.0,0.0,1,1,3,TA,6,0,NA,Detchd,Unf,576.0,TA,Y,3.1354942159291497,0.0,0.0,0.0,GdWo,3,WD,Normal,19
50,RL,4.23410650459726,9.263407092912875,NA,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1.5Fin,5,5,1969,1969,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.1675164908883415,Unf,0.0,388.0,6.762729506931879,TA,Y,SBrkr,6.762729506931879,615,7.299797366758161,0.0,0.0,2,0,5,TA,8,0,NA,Attchd,Fin,275.0,TA,Y,5.662960480135946,0.0,5.638354669333745,0.0,NA,4,WD,Normal,41
20,RL,4.343805421853684,9.199582715323222,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,8,5,1994,1995,Hip,VinylSd,VinylSd,NA,0.0,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,7.201916317531627,LwQ,5.652489180268651,54.0,7.426549072397305,Ex,Y,SBrkr,7.4977617006225685,0,7.4977617006225685,1.0,0.6931471805599453,2,1,3,Gd,6,2,TA,Attchd,Unf,482.0,TA,Y,4.867534450455582,4.174387269895637,5.407171771460119,0.0,GdWo,2,WD,Normal,16
60,RL,4.31748811353631,9.469777278987662,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,2Story,6,5,1993,1994,Gable,VinylSd,VinylSd,NA,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,6.851184927493743,Unf,0.0,208.0,7.050122520269059,Ex,Y,SBrkr,7.050122520269059,645,7.494430215031565,1.0,0.0,2,1,3,Gd,7,1,Fa,Attchd,Fin,616.0,TA,Y,5.093750200806762,5.746203190540153,0.0,0.0,NA,3,WD,Normal,17
20,RL,4.31748811353631,9.473396704601559,NA,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1956,1956,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,Fa,Fa,No,Rec,6.336825731146441,Unf,0.0,318.0,6.78332520060396,TA,Y,SBrkr,6.78332520060396,0,6.78332520060396,0.0,0.0,1,0,2,TA,5,0,NA,Attchd,Unf,502.0,TA,Y,0.0,0.0,0.0,0.0,NA,10,WD,Normal,53
20,RL,4.454347296253507,9.23024103368252,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1974,1974,Hip,Plywood,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,LwQ,6.739336627357174,Unf,0.0,590.0,7.268920128193722,TA,Y,SBrkr,7.268920128193722,0,7.268920128193722,1.0,0.0,2,0,4,TA,7,1,Gd,Attchd,RFn,528.0,TA,Y,4.394449154672439,3.091042453358316,0.0,0.0,NA,6,WD,Normal,35
60,RL,4.48863636973214,9.228180290104513,NA,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,ALQ,6.742880635791903,Unf,0.0,98.0,6.852242569051878,Ex,Y,SBrkr,6.852242569051878,663,7.3833681469923835,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,Fin,470.0,TA,Y,5.53338948872752,3.4339872044851463,0.0,0.0,NA,7,WD,Normal,12
60,RL,4.189654742026425,9.37526141408997,NA,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.7464121285733745,Unf,0.0,158.0,6.9167150203536085,Ex,Y,SBrkr,6.9167150203536085,1275,7.7336835707759,0.0,0.0,2,1,4,Gd,9,1,Gd,BuiltIn,Fin,632.0,TA,Y,4.795790545596741,3.8501476017100584,0.0,0.0,NA,8,WD,Normal,6
80,RL,4.110873864173311,9.036106025364846,NA,Reg,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1996,1997,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,GLQ,5.652489180268651,Unf,0.0,100.0,5.953243334287785,Gd,Y,SBrkr,6.8658910748834385,670,7.395721608602045,0.0,0.0,2,1,3,TA,7,1,TA,BuiltIn,Fin,390.0,TA,Y,3.8918202981106265,4.290459441148391,0.0,0.0,NA,6,WD,Normal,13
120,RL,3.367295829986474,8.89521858376562,NA,IR1,Lvl,CulDSac,StoneBr,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,7.583756300707112,Unf,0.0,243.0,7.700295203420117,Ex,Y,SBrkr,7.833203948641057,0,7.833203948641057,1.0,0.0,2,0,1,Gd,8,1,Gd,Attchd,Fin,564.0,TA,Y,5.209486152841421,4.060443010546419,0.0,0.0,NA,11,WD,Normal,5
120,RL,4.127134385045092,8.906664409770052,NA,IR1,Lvl,Corner,StoneBr,Norm,1Fam,1Story,8,5,1998,1998,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,5.834810737062605,Unf,0.0,1077.0,7.257707677160043,Ex,Y,SBrkr,7.2991214627108,0,7.2991214627108,1.0,0.0,2,0,2,TA,5,0,NA,Attchd,Fin,495.0,TA,Y,5.1298987149230735,3.784189633918261,0.0,0.0,NA,7,WD,Normal,11
120,RL,4.060443010546419,8.98894529119609,NA,IR1,Lvl,Corner,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.60934924316738,Unf,0.0,846.0,7.370230641807081,Ex,Y,SBrkr,7.45876269238096,0,7.45876269238096,1.0,0.0,2,0,2,Gd,6,0,NA,Attchd,RFn,528.0,TA,Y,3.970291913552122,3.9318256327243257,0.0,0.0,NA,9,WD,Normal,14
80,RL,4.060443010546419,9.096499555552423,NA,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1998,1998,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.247024072160486,Unf,0.0,195.0,5.953243334287785,Gd,Y,SBrkr,6.62273632394984,631,7.232010331664759,0.0,0.0,2,1,3,TA,7,1,TA,BuiltIn,Fin,396.0,TA,Y,5.54907608489522,0.0,0.0,0.0,NA,2,WD,Normal,11
60,RL,4.110873864173311,8.922791623969637,NA,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1998,1999,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.1675164908883415,Unf,0.0,476.0,6.859614903654202,Gd,Y,SBrkr,6.859614903654202,684,7.400620577371135,1.0,0.0,2,1,3,TA,7,1,TA,Attchd,Fin,440.0,TA,Y,0.0,4.442651256490317,0.0,0.0,NA,10,WD,Normal,11
60,RL,4.189654742026425,9.082961442646353,NA,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.398594934535208,Unf,0.0,107.0,6.56244409369372,Gd,Y,SBrkr,6.56244409369372,809,7.324489979348532,1.0,0.0,2,1,3,Gd,7,1,TA,Attchd,Fin,409.0,TA,Y,0.0,3.8501476017100584,0.0,0.0,NA,7,WD,Normal,15
20,RL,4.07753744390572,8.888894669371593,NA,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,7.074963197966044,Ex,Y,SBrkr,7.0825485693553,0,7.0825485693553,0.0,0.0,2,0,3,Gd,6,1,TA,Attchd,Unf,430.0,TA,Y,0.0,3.091042453358316,0.0,0.0,NA,11,WD,Normal,16
60,RL,4.454347296253507,9.38437770918244,NA,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,5,6,1977,1977,Gable,HdBoard,Wd Sdng,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,ALQ,5.993961427306569,Unf,0.0,722.0,7.023758954738443,Ex,Y,SBrkr,6.853299093186078,988,7.5678626054638825,1.0,0.0,2,1,3,TA,6,1,TA,Attchd,Unf,567.0,TA,P,0.0,5.176149732573829,0.0,0.0,NA,7,WD,Normal,32
60,RL,4.394449154672439,9.491828300264636,NA,IR1,Lvl,Inside,NWAmes,RRNn,1Fam,2Story,7,6,1978,1978,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,6.725033642166843,TA,Y,SBrkr,7.051855622955894,896,7.62608275807238,0.0,0.0,2,1,4,Gd,8,1,TA,Attchd,RFn,529.0,TA,Y,5.262690188904886,5.262690188904886,0.0,0.0,NA,5,WD,Abnorml,31
20,RL,4.394449154672439,9.299175085676673,NA,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1978,1986,Gable,VinylSd,VinylSd,BrkFace,202.0,TA,TA,PConc,TA,TA,No,LwQ,5.8971538676367405,Unf,0.0,1064.0,7.2640301428995295,TA,Y,SBrkr,7.421775793644647,0,7.421775793644647,0.0,0.0,2,0,3,TA,7,1,TA,Attchd,RFn,484.0,TA,Y,5.53338948872752,4.02535169073515,0.0,0.0,NA,8,WD,Normal,31
60,RL,4.394449154672439,9.424564261115739,NA,IR1,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,7,1980,1991,Gable,Plywood,Plywood,BrkFace,202.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.401917196727186,Unf,0.0,441.0,6.950814768442584,TA,Y,SBrkr,7.3395376954076745,1134,7.891330757661889,0.0,0.0,2,1,4,Gd,9,1,TA,BuiltIn,RFn,441.0,TA,Y,5.187385805840755,4.442651256490317,0.0,0.0,NA,8,WD,Normal,29
20,RL,4.394449154672439,9.313708904953216,NA,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1978,1998,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,PConc,TA,TA,No,ALQ,6.725033642166843,Unf,0.0,308.0,7.039660349862076,Gd,Y,SBrkr,7.443078374348516,0,7.443078374348516,0.0,0.0,2,0,3,TA,7,1,TA,Attchd,Fin,479.0,TA,Y,0.0,0.0,0.0,0.0,NA,5,WD,Normal,31
60,FV,4.2626798770413155,8.853808274977197,NA,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2003,2003,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.434546518787453,Unf,0.0,304.0,6.831953565565855,Ex,Y,SBrkr,6.92461239604856,868,7.541683099882111,1.0,0.0,2,1,3,Ex,7,1,Ex,Attchd,RFn,581.0,TA,Y,0.0,3.58351893845611,0.0,0.0,NA,6,WD,Normal,6
60,FV,4.310799125385514,8.922791623969637,NA,Reg,Lvl,Inside,Somerst,RRNn,1Fam,2Story,8,5,2000,2001,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1058.0,6.9650803456014065,Ex,Y,SBrkr,6.9650803456014065,816,7.536363938404511,0.0,0.0,2,1,3,Gd,7,1,TA,Attchd,Fin,588.0,TA,Y,0.0,4.90527477843843,0.0,0.0,NA,3,WD,Normal,9
