MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,Fence,MoSold,SaleType,SaleCondition,age_of_house,SalePrice
20,RL,4.394449154672439,9.249657234353133,NA,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1970,1970,Hip,Plywood,Plywood,BrkFace,202.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1304,7.173958319756794,Gd,Y,SBrkr,7.428333194190806,0,7.428333194190806,0,0.0,2,0,3,TA,7,1,Gd,Attchd,Unf,530,TA,Y,4.59511985013459,0.0,0.0,0.0,MnPrv,5,WD,Normal,38,174000
20,RL,4.30406509320417,9.245321340871428,NA,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,6.54534966033442,Unf,0.0,519,7.102499355774649,TA,Y,SBrkr,7.102499355774649,0,7.102499355774649,0,0.0,2,0,3,TA,5,1,Fa,Attchd,RFn,318,TA,Y,0.0,4.718498871295094,0.0,0.0,NA,7,WD,Normal,40,143000
90,RL,4.418840607796598,9.312084355859467,NA,Reg,Lvl,Inside,Mitchel,Norm,Duplex,1Story,7,5,1988,1989,Gable,VinylSd,VinylSd,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1907,7.553810852008231,Gd,Y,SBrkr,7.580699752224563,0,7.580699752224563,0,0.0,3,0,5,TA,9,0,NA,2Types,Unf,766,TA,Y,0.0,0.0,0.0,0.0,NA,7,WD,Family,18,171000
60,RL,4.30406509320417,9.112396727646056,NA,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.505784060128229,Unf,0.0,336,6.912742820493176,Ex,Y,SBrkr,6.912742820493176,848,7.52456122628536,0,0.0,2,1,3,Gd,7,2,TA,Attchd,Fin,660,TA,Y,5.41610040220442,4.672828834461906,0.0,0.0,GdPrv,12,WD,Normal,9,230000
60,RL,4.189654742026425,9.64387450001194,NA,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.71174039505618,Unf,0.0,107,6.834108738813838,Ex,Y,SBrkr,6.834108738813838,836,7.475905969367397,1,0.0,2,1,3,Gd,7,0,NA,Attchd,RFn,470,TA,Y,5.6240175061873385,4.605170185988092,0.0,0.0,MnPrv,8,WD,Normal,12,231500
20,RL,4.2626798770413155,9.259225769705994,NA,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.07073772800249,Unf,0.0,432,6.762729506931879,TA,Y,SBrkr,6.762729506931879,0,6.762729506931879,0,0.0,1,0,3,TA,5,1,Po,NA,NA,0,NA,Y,0.0,0.0,0.0,0.0,NA,4,ConLI,Normal,39,115000
20,RL,4.3694478524670215,9.362718052397065,NA,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,7.170888478512505,Unf,0.0,434,7.45876269238096,Ex,Y,SBrkr,7.45876269238096,0,7.45876269238096,1,0.0,2,0,3,Gd,7,0,NA,Attchd,Fin,660,TA,Y,5.081404364984463,3.2188758248682006,0.0,0.0,NA,1,WD,Normal,1,260000
50,RL,4.276666119016055,9.050288983827956,NA,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,NA,0.0,TA,Fa,CBlock,TA,TA,No,Rec,6.230481447578482,Unf,0.0,403,6.814542897259958,Fa,Y,SBrkr,6.814542897259958,475,7.234177179749849,0,0.0,2,0,4,TA,6,0,NA,Detchd,Unf,720,TA,Y,0.0,0.0,0.0,0.0,MnPrv,6,WD,Normal,58,166000
20,RL,4.3694478524670215,9.243388226022383,NA,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.522092798170152,Unf,0.0,811,7.307202314764738,Ex,Y,SBrkr,7.31455283232408,0,7.31455283232408,1,0.0,2,0,3,Gd,6,0,NA,Attchd,RFn,577,TA,Y,4.976733742420574,3.4011973816621555,0.0,0.0,NA,6,WD,Normal,10,204000
90,RM,4.2626798770413155,9.116139576577355,NA,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Rec,7.195187320178709,Unf,0.0,396,7.455298485683291,TA,Y,SBrkr,7.455298485683291,0,7.455298485683291,1,0.0,2,0,6,TA,10,0,NA,Detchd,Unf,504,TA,Y,0.0,0.0,0.0,0.0,NA,11,ConLI,Abnorml,43,125000
160,RM,3.2188758248682006,7.833203948641057,NA,Reg,Lvl,Inside,Edwards,Norm,Twnhs,2Story,6,5,2004,2006,Gable,VinylSd,VinylSd,Stone,206.5,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970,6.878326468291325,Ex,Y,SBrkr,6.878326468291325,739,7.444248649496705,0,0.0,2,0,3,Gd,7,0,NA,Detchd,Unf,380,TA,Y,0.0,3.713572066704308,0.0,0.0,NA,4,WD,Normal,2,130000
30,RM,3.9512437185814275,8.71948076085107,NA,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,5.3471075307174685,Unf,0.0,506,6.573680166960646,TA,Y,FuseA,6.775366090936392,0,6.775366090936392,1,0.0,1,0,2,TA,5,0,NA,Detchd,Unf,180,Fa,Y,3.8918202981106265,0.0,0.0,0.0,NA,11,WD,Normal,78,105000
60,RL,4.189654742026425,9.159678457173955,NA,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,884,6.785587645007929,Ex,Y,SBrkr,6.785587645007929,1151,7.618742377670413,0,0.0,2,1,3,Gd,8,1,Gd,BuiltIn,Fin,434,TA,Y,4.976733742420574,3.8918202981106265,0.0,0.0,NA,5,WD,Normal,9,222500
20,RL,4.1588830833596715,8.922791623969637,NA,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,GLQ,6.523562306149512,Unf,0.0,400,6.985641817639208,Ex,Y,SBrkr,6.985641817639208,0,6.985641817639208,1,0.0,1,0,3,Gd,6,0,NA,NA,NA,0,NA,Y,0.0,0.0,0.0,0.0,NA,4,WD,Normal,4,141000
50,RM,3.970291913552122,8.738895704934043,NA,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,896,6.799055862058796,Gd,Y,FuseA,6.799055862058796,448,7.20414929203594,0,0.0,1,0,3,TA,7,0,NA,Detchd,Unf,240,Fa,Y,5.303304908059076,4.74493212836325,0.0,0.0,NA,4,WD,Normal,70,115000
20,RL,4.795790545596741,9.24541789858888,NA,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.57507584059962,Unf,0.0,253,6.877296071497429,TA,Y,SBrkr,6.877296071497429,0,6.877296071497429,0,0.0,1,1,3,TA,5,0,NA,Attchd,Unf,440,TA,Y,0.0,0.0,0.0,0.0,MnPrv,1,WD,Normal,32,122000
20,RL,4.68213122712422,9.539068413863964,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,206.5,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.244941546337007,Unf,0.0,310,7.444833273892193,Ex,Y,SBrkr,7.444833273892193,0,7.444833273892193,1,0.0,2,0,2,Gd,6,1,Gd,Attchd,RFn,866,TA,Y,0.0,4.634728988229636,0.0,0.0,NA,1,New,Partial,1,372402
60,RL,4.394449154672439,9.602652693506046,NA,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Rec,6.0330862217988015,Unf,0.0,409,6.716594773520978,Gd,Y,SBrkr,7.001245622069476,896,7.597897950521784,0,0.0,2,1,4,TA,8,1,Gd,Attchd,RFn,495,TA,Y,0.0,4.204692619390966,0.0,0.0,GdWo,6,WD,Normal,35,190000
20,RL,4.394449154672439,9.510519035757246,NA,Reg,Lvl,Inside,ClearCr,Norm,1Fam,1Story,6,7,1960,1975,Flat,BrkFace,Plywood,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,6.063785208687608,ALQ,6.985641817639208,93,7.3796321526095525,Gd,Y,SBrkr,7.133295954896068,0,7.133295954896068,1,0.0,1,0,1,TA,4,1,Gd,Attchd,RFn,564,TA,Y,6.016157159698354,0.0,0.0,0.0,NA,3,WD,Normal,48,235000
30,RM,4.442651256490317,9.33617975681533,NA,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,6,5,1923,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1200,7.0909098220799835,TA,Y,FuseA,7.0909098220799835,0,7.0909098220799835,0,0.0,1,0,4,TA,7,0,NA,Detchd,Unf,312,Fa,Y,0.0,0.0,5.43372200355424,0.0,NA,3,WD,Family,83,125000
50,RL,4.110873864173311,9.169622538697624,NA,Reg,Lvl,Corner,Edwards,Artery,1Fam,1.5Fin,6,5,1924,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572,6.35088571671474,Fa,N,FuseF,6.35088571671474,524,7.00033446027523,0,0.0,1,0,2,TA,5,0,NA,NA,NA,0,NA,N,0.0,2.1972245773362196,4.859812404361672,0.0,NA,4,WD,Normal,84,79000
20,RL,4.110873864173311,8.881975184248867,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0,0.0,TA,Y,FuseF,6.947937068614969,0,6.947937068614969,0,0.0,1,0,2,TA,5,0,NA,Detchd,Unf,625,TA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,56,109500
60,RL,4.532599493153256,9.392995206560258,NA,Reg,Lvl,Corner,Timber,Norm,1Fam,2Story,8,5,2009,2010,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,774,6.652863029353347,Ex,Y,SBrkr,6.652863029353347,1194,7.585281078639126,0,0.0,2,1,4,Ex,8,1,Gd,BuiltIn,Fin,680,TA,Y,0.0,4.330733340286331,0.0,0.0,NA,5,New,Partial,1,269500
60,FV,4.61512051684126,9.437714959818209,NA,Reg,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.407171771460119,Unf,0.0,769,6.899723107284872,Ex,Y,SBrkr,6.899723107284872,956,7.5745584842024805,0,0.0,2,1,3,Gd,8,1,Gd,Attchd,RFn,678,TA,Y,0.0,4.919980925828125,0.0,0.0,GdWo,5,WD,Normal,6,254900
60,RL,4.90527477843843,9.87194528452625,NA,IR1,HLS,Corner,Gilbert,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,4.060443010546419,Unf,0.0,1335,7.239214973779806,Ex,Y,SBrkr,7.239214973779806,1070,7.809135398120538,1,0.0,2,1,4,Gd,9,1,Gd,Attchd,RFn,576,TA,Y,5.480638923341991,4.890349128221754,0.0,5.1298987149230735,NA,3,New,Partial,1,320000
20,RL,4.23410650459726,9.316590491818841,NA,IR1,Lvl,CulDSac,Veenker,Norm,1Fam,1Story,6,6,1984,1984,Gable,Plywood,Plywood,NA,0.0,TA,TA,PConc,Gd,TA,No,BLQ,6.493753839851686,Unf,0.0,572,7.117205503164344,TA,Y,SBrkr,7.117205503164344,0,7.117205503164344,0,0.0,2,0,3,TA,6,0,NA,Attchd,Unf,516,TA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,24,162500
60,RL,4.709530201312334,9.524347869595513,NA,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Ex,TA,Av,GLQ,6.92461239604856,Unf,0.0,556,7.360739903058278,Ex,Y,SBrkr,7.360739903058278,1096,7.889459149404524,1,0.0,2,1,3,Ex,10,2,Gd,BuiltIn,Fin,726,TA,Y,5.993961427306569,0.0,0.0,0.0,NA,3,WD,Normal,5,412500
20,RL,4.564348191467836,9.407796816354407,NA,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,7.091742115095153,Unf,0.0,340,7.340835554123275,Ex,Y,SBrkr,7.340835554123275,0,7.340835554123275,0,0.0,2,0,3,Gd,7,1,Gd,Attchd,RFn,532,TA,Y,0.0,4.2626798770413155,0.0,0.0,NA,5,New,Partial,5,220000
45,RL,4.02535169073515,8.612685172875459,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,882,6.78332520060396,Ex,Y,SBrkr,6.78332520060396,0,6.78332520060396,0,0.0,1,0,1,TA,4,0,NA,NA,NA,0,NA,Y,0.0,0.0,0.0,0.0,MnPrv,4,WD,Normal,51,103200
40,RM,3.713572066704308,8.594339400592892,Pave,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,6,7,1926,2004,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,5.916202062607435,Unf,0.0,779,7.047517221357296,Gd,Y,FuseA,7.047517221357296,467,7.388327859577107,0,0.0,2,0,3,Gd,5,0,NA,Detchd,Unf,216,TA,Y,0.0,0.0,5.214935757608986,0.0,NA,10,WD,Normal,81,152000
190,RL,4.143134726391533,9.220983532074662,NA,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,5.863631175598097,Rec,5.204006687076795,112,6.4692503167957724,Gd,Y,SBrkr,6.695798917058491,547,7.212294468500341,1,0.0,2,0,4,TA,6,0,NA,NA,NA,0,NA,Y,4.948759890378168,0.0,0.0,0.0,NA,9,WD,Normal,68,127500
20,RL,4.394449154672439,9.278839788400875,NA,IR1,Lvl,Inside,ClearCr,Norm,1Fam,1Story,5,5,1955,1993,Hip,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,5.940171252720432,BLQ,6.645090969505644,470,7.388946097618437,Ex,Y,FuseA,7.532623618788788,0,7.532623618788788,1,0.0,1,0,2,TA,7,3,Gd,Attchd,Fin,303,TA,Y,6.1675164908883415,0.0,0.0,0.0,GdWo,11,COD,Normal,54,190000
60,RL,4.465908118654584,9.265112607823163,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,206.5,Gd,TA,PConc,Ex,TA,No,GLQ,7.161622002939187,Unf,0.0,294,7.367077059881012,Ex,Y,SBrkr,7.384610383176974,551,7.6787889981991535,1,0.0,1,1,3,Ex,8,1,Gd,Attchd,Fin,789,TA,Y,5.187385805840755,4.795790545596741,0.0,0.0,NA,11,New,Partial,0,325624
60,RL,4.143134726391533,9.0173622349937,NA,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840,6.734591659972948,Ex,Y,SBrkr,6.734591659972948,880,7.450660796211539,0,0.0,2,1,3,Gd,7,1,Gd,Attchd,Fin,440,TA,Y,4.61512051684126,3.8918202981106265,0.0,0.0,NA,5,WD,Normal,3,183500
20,RL,4.454347296253507,9.72136597574484,NA,IR1,Lvl,Corner,Timber,Norm,1Fam,1Story,8,6,1981,1981,Hip,Plywood,Plywood,BrkFace,202.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1686,7.430707082545968,TA,Y,SBrkr,7.443078374348516,0,7.443078374348516,0,0.0,2,1,2,TA,6,1,TA,Attchd,RFn,511,TA,Y,6.354370040797351,4.174387269895637,0.0,0.0,NA,1,WD,Normal,25,228000
50,RM,4.110873864173311,9.422139821589736,NA,IR1,Lvl,Inside,OldTown,Feedr,1Fam,1.5Fin,5,6,1941,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.8888779583328805,Unf,0.0,360,6.580639137284949,TA,Y,SBrkr,6.75110146893676,0,7.232010331664759,0,0.0,1,1,2,TA,7,0,NA,Detchd,Unf,660,TA,Y,5.472270673671475,0.0,0.0,0.0,NA,5,WD,Normal,66,128500
20,RL,4.955827057601261,10.366309203003638,NA,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,206.5,TA,TA,CBlock,TA,Gd,Gd,BLQ,6.461468176353717,Unf,0.0,441,6.985641817639208,Fa,Y,SBrkr,7.4127640174265625,0,7.4127640174265625,1,0.0,1,0,3,TA,7,2,Gd,Attchd,Fin,528,TA,P,5.351858133476067,4.143134726391533,0.0,0.0,NA,5,WD,Normal,50,215000
160,RL,3.8066624897703196,8.576781982827894,NA,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,HdBoard,HdBoard,NA,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,6.206575926724928,Rec,5.375278407684165,354,6.970730078143525,Gd,Y,SBrkr,6.970730078143525,703,7.477604243197589,1,0.0,2,0,2,Gd,5,1,TA,Attchd,RFn,504,Gd,Y,6.091309882077698,3.58351893845611,0.0,0.0,NA,6,WD,Normal,19,239000
20,RL,4.394449154672439,9.2299469016151,NA,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1961,1961,Gable,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,5.666426688112432,Rec,5.926926025970411,700,7.217443431696533,TA,Y,SBrkr,7.217443431696533,0,7.217443431696533,1,0.0,1,1,3,TA,6,1,TA,Attchd,Unf,504,TA,Y,0.0,3.044522437723423,0.0,0.0,NA,6,COD,Normal,47,163000
20,RL,3.871201010907891,9.426821780416843,NA,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,6,5,1986,1986,Gable,VinylSd,Plywood,Stone,206.5,TA,TA,CBlock,Gd,Fa,No,ALQ,7.243512974665482,LwQ,5.342334251964811,0,7.382124365737512,TA,Y,SBrkr,7.409741954080923,0,7.409741954080923,1,0.0,2,0,3,TA,7,1,TA,Attchd,Fin,616,TA,Y,5.262690188904886,0.0,0.0,0.0,NA,11,WD,Normal,22,184000
20,RL,4.442651256490317,9.442721128642875,NA,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,NA,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,6.169610732491456,Unf,0.0,725,7.0925737159746784,TA,Y,SBrkr,7.677400430514807,0,7.677400430514807,1,0.0,2,0,4,Gd,7,1,Gd,Attchd,Unf,576,TA,Y,0.0,3.4011973816621555,3.6888794541139363,0.0,MnPrv,6,WD,Normal,57,243000
60,RL,4.584967478670572,9.21333588095598,NA,IR1,Lvl,Corner,ClearCr,Norm,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,202.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.723832440821209,Unf,0.0,320,7.049254841255837,TA,Y,SBrkr,7.060476365999801,896,7.630946580890459,0,0.6931471805599453,2,1,4,TA,8,1,TA,Attchd,Unf,521,TA,Y,0.0,5.43372200355424,0.0,0.0,NA,9,WD,Normal,19,211000
50,RL,4.276666119016055,9.521568058002977,NA,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,NA,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,4.060443010546419,BLQ,6.091309882077698,554,6.959398512133975,Ex,Y,SBrkr,7.133295954896068,668,7.560601162768557,1,0.0,2,0,4,Gd,8,1,Gd,Attchd,Unf,451,TA,Y,0.0,0.0,0.0,0.0,NA,7,WD,Normal,48,172500
20,RL,4.1588830833596715,9.765603845172741,NA,IR1,Lvl,CulDSac,StoneBr,Norm,1Fam,1Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,206.5,Ex,TA,PConc,Ex,TA,No,GLQ,7.552237287560802,Unf,0.0,312,7.7039102096163115,Ex,Y,SBrkr,7.711996507047669,0,7.711996507047669,1,0.0,2,0,1,Ex,9,1,Gd,Attchd,Fin,1166,TA,Y,0.0,4.110873864173311,0.0,0.0,NA,7,New,Partial,1,501837
30,RM,4.110873864173311,9.050288983827956,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1923,2006,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,968,6.876264611890766,TA,Y,SBrkr,6.876264611890766,0,6.876264611890766,0,0.0,1,0,2,TA,5,0,NA,Detchd,Unf,480,Fa,N,0.0,0.0,5.220355825078324,0.0,NA,7,WD,Normal,84,100000
160,FV,4.310799125385514,7.658227526161352,NA,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.07993319509559,Unf,0.0,320,6.6293632534374485,Ex,Y,SBrkr,6.646390514847729,756,7.330405211844402,0,0.0,2,1,3,Gd,5,1,TA,Detchd,Unf,440,TA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,7,177000
70,RL,4.007333185232471,8.934455109403913,NA,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,6,1920,1950,Gable,Stucco,Stucco,NA,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,5.8664680569332965,Unf,0.0,441,6.677083461247136,Gd,Y,SBrkr,6.804614520062624,901,7.497207223203318,0,0.0,1,1,4,TA,9,1,Gd,Detchd,Unf,216,Fa,Y,0.0,0.0,3.713572066704308,0.0,NA,7,WD,Normal,86,200100
20,RL,4.110873864173311,9.11173476822206,NA,Reg,Lvl,Inside,Edwards,Artery,1Fam,1Story,5,6,1957,2006,Hip,Wd Sdng,Wd Sdng,BrkFace,202.0,TA,TA,PConc,NA,NA,NA,NA,0.0,NA,0.0,0,0.0,Ex,Y,SBrkr,7.201170883281678,0,7.201170883281678,0,0.0,1,0,3,TA,7,1,Gd,Attchd,RFn,252,TA,Y,4.762173934797756,0.0,0.0,5.198497031265826,MnPrv,6,WD,Normal,50,120000
50,RM,4.1588830833596715,9.343734255146714,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1362,7.217443431696533,Ex,Y,SBrkr,7.217443431696533,720,7.641564441260972,0,0.0,2,1,3,Gd,6,0,NA,Detchd,Unf,484,TA,N,5.638354669333745,5.476463551931511,0.0,0.0,NA,6,WD,Normal,5,200000
50,RL,4.532599493153256,8.914491710191342,NA,IR1,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,5,8,1908,1991,Gable,AsbShng,Plywood,NA,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,504,6.22455842927536,Gd,Y,SBrkr,6.842683282238422,316,7.133295954896068,0,0.0,1,0,3,TA,5,0,NA,Attchd,Unf,576,TA,Y,4.653960350157523,0.0,0.0,0.0,MnPrv,6,WD,Normal,98,127000
75,RM,4.51085950651685,10.041116787524166,NA,IR2,Lvl,Inside,OldTown,Artery,1Fam,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1107,7.010311867307229,Ex,Y,SBrkr,7.325807502595773,1518,8.19118600464279,0,0.0,2,1,4,Ex,12,2,TA,Detchd,Unf,840,Ex,Y,0.0,5.564520407322694,0.0,0.0,GdPrv,6,WD,Normal,114,475000
80,RL,4.30406509320417,9.205126804923296,NA,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,6.416732282512326,Unf,0.0,577,7.080867896690782,Ex,Y,SBrkr,7.1049654482698426,0,7.1049654482698426,1,0.0,2,0,3,Gd,6,0,NA,Attchd,Unf,497,TA,Y,5.1298987149230735,3.332204510175204,0.0,0.0,GdPrv,6,WD,Normal,19,173000
50,RL,4.110873864173311,9.250618218474752,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,660,6.493753839851686,Ex,Y,SBrkr,6.695798917058491,704,7.4127640174265625,0,0.0,2,1,3,TA,8,0,NA,Detchd,Unf,180,Fa,N,0.0,0.0,0.0,4.948759890378168,MnPrv,8,WD,Normal,93,135000
90,RL,4.174387269895637,8.856376036730422,NA,Reg,Bnk,Inside,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,Stone,206.5,TA,TA,CBlock,Gd,TA,Av,GLQ,6.99117688712121,Unf,0.0,0,6.99117688712121,TA,Y,SBrkr,7.110696122978827,0,7.110696122978827,2,0.0,0,2,2,TA,6,2,TA,Detchd,Unf,528,TA,Y,4.795790545596741,0.0,0.0,0.0,NA,6,WD,Alloca,30,153337
